pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-336 d,Kepler-336,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.678772,0.000102,-0.000102,0,0.154,,,0,2.37,0.48,-0.48,0,0.211,0.043,-0.043,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5867,100,-100,0,1.3,0.23,-0.23,0,,,,,,,,,,4.26,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m57.03s,290.2376224,+41d19m52.91s,41.3313637,768.86,,,13.677,0.149,-0.149,12.144,0.022,-0.022,13.5839,0.000837,-0.000837,5/14/14,2014-03,5/14/14
Kepler-337 b,Kepler-337,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.292781,0.000019,-0.000019,0,0.045,,,0,1.54,0.43,-0.43,0,0.137,0.038,-0.038,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5684,175,-175,0,1.76,0.48,-0.48,0,,,,,,,,,,4,0.25,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m14.52s,290.0605123,+47d09m50.23s,47.1639533,677.975,9.421,-9.171,12.799,0.057,-0.057,11.183,0.016,-0.016,12.7075,0.000179,-0.000179,5/14/14,2014-03,5/14/14
Kepler-337 c,Kepler-337,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.693201,0.000047,-0.000047,0,0.093,,,0,2.05,0.57,-0.57,0,0.183,0.051,-0.051,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5684,175,-175,0,1.76,0.48,-0.48,0,,,,,,,,,,4,0.25,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m14.52s,290.0605123,+47d09m50.23s,47.1639533,677.975,9.421,-9.171,12.799,0.057,-0.057,11.183,0.016,-0.016,12.7075,0.000179,-0.000179,5/14/14,2014-03,5/14/14
Kepler-338 b,Kepler-338,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,13.726976,0.000059,-0.000059,0,0.117,,,0,2.44,0.13,-0.13,0,0.218,0.012,-0.012,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5923,77,-77,0,1.74,0.08,-0.08,0,,,,,,,,,,4.02,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.798,6.803,-6.643,12.19,0.028,-0.028,10.756,0.021,-0.021,12.0828,0.000149,-0.000149,5/14/14,2014-03,5/14/14
Kepler-338 c,Kepler-338,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,24.310856,0.000158,-0.000158,0,0.172,,,0,2.34,0.12,-0.12,0,0.209,0.011,-0.011,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5923,77,-77,0,1.74,0.08,-0.08,0,,,,,,,,,,4.02,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.798,6.803,-6.643,12.19,0.028,-0.028,10.756,0.021,-0.021,12.0828,0.000149,-0.000149,5/14/14,2014-03,5/14/14
Kepler-338 d,Kepler-338,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,44.431014,0.000368,-0.000368,0,0.257,,,0,3,0.28,-0.28,0,0.268,0.025,-0.025,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5923,77,-77,0,1.74,0.08,-0.08,0,,,,,,,,,,4.02,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.798,6.803,-6.643,12.19,0.028,-0.028,10.756,0.021,-0.021,12.0828,0.000149,-0.000149,5/14/14,2014-03,5/14/14
Kepler-338 e,Kepler-338,1,1,4,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,9.341,,,0,,,,,1.56,0.07,-0.07,0,0.139,0.006,-0.006,0,8.5,7.2,-6.3,0,0.027,0.023,-0.02,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.74,,,0,1.14,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.798,6.803,-6.643,12.19,0.028,-0.028,10.756,0.021,-0.021,12.0828,0.000149,-0.000149,5/28/14,2014-05,5/28/14
Kepler-339 b,Kepler-339,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.977656,0.000019,-0.000019,0,0.055,,,0,1.42,0.66,-0.66,0,0.127,0.059,-0.059,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5631,200,-200,0,0.8,0.36,-0.36,0,,,,,,,,,,4.59,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m24.41s,293.351701,+48d26m40.53s,48.4445922,616.637,9.3395,-9.3395,14.706,0.149,-0.149,12.874,0.031,-0.031,14.5134,0.000717,-0.000717,5/14/14,2014-03,5/14/14
Kepler-339 c,Kepler-339,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.988055,0.000053,-0.000053,0,0.069,,,0,1.15,0.52,-0.52,0,0.103,0.046,-0.046,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5631,200,-200,0,0.8,0.36,-0.36,0,,,,,,,,,,4.59,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m24.41s,293.351701,+48d26m40.53s,48.4445922,616.637,9.3395,-9.3395,14.706,0.149,-0.149,12.874,0.031,-0.031,14.5134,0.000717,-0.000717,5/14/14,2014-03,5/14/14
Kepler-339 d,Kepler-339,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.558345,0.000081,-0.000081,0,0.091,,,0,1.17,0.53,-0.53,0,0.104,0.047,-0.047,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5631,200,-200,0,0.8,0.36,-0.36,0,,,,,,,,,,4.59,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m24.41s,293.351701,+48d26m40.53s,48.4445922,616.637,9.3395,-9.3395,14.706,0.149,-0.149,12.874,0.031,-0.031,14.5134,0.000717,-0.000717,5/14/14,2014-03,5/14/14
Kepler-34 b,Kepler-34,1,2,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,288.822,0.063,-0.081,0,1.0896,0.0009,-0.0009,0,8.564,0.135,-0.157,0,0.764,0.012,-0.014,0,69.92,3.496,-3.178,0,0.22,0.011,-0.01,0,Mass,0.182,0.016,-0.02,0,,,,,,,,,1,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,,5913,130,-130,0,1.16,0,0,0,1.05,0,0,0,-0.07,0.15,-0.15,0,[m/H],4.33,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m44.59s,296.4358022,+44d38m29.53s,44.6415369,1800.82,87.53,-79.9,15.087,0.115,-0.115,13.238,0.035,-0.035,14.8297,0.00032,-0.00032,5/14/14,2012-01,5/14/14
Kepler-340 b,Kepler-340,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.844387,0.000473,-0.000473,0,0.134,,,0,2.53,0.6,-0.6,0,0.226,0.054,-0.054,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6620,376,-376,0,1.85,0.42,-0.42,0,,,,,,,,,,4.06,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m44.03s,295.933471,+40d18m01.99s,40.3005515,808.762,19.911,-18.993,12.329,0.057,-0.057,11.583,0.014,-0.014,12.3031,0.000212,-0.000212,5/14/14,2014-03,5/14/14
Kepler-340 c,Kepler-340,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,22.824669,0.000481,-0.000481,0,0.178,,,0,3.37,0.77,-0.77,0,0.301,0.069,-0.069,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6620,376,-376,0,1.85,0.42,-0.42,0,,,,,,,,,,4.06,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m44.03s,295.933471,+40d18m01.99s,40.3005515,808.762,19.911,-18.993,12.329,0.057,-0.057,11.583,0.014,-0.014,12.3031,0.000212,-0.000212,5/14/14,2014-03,5/14/14
Kepler-341 b,Kepler-341,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.195528,0.000053,-0.000053,0,0.06,,,0,1.18,0.62,-0.62,0,0.105,0.055,-0.055,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6012,200,-200,0,1.02,0.52,-0.52,0,,,,,,,,,,4.44,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.03,20.51,-19.76,14.739,0.137,-0.137,12.994,0.026,-0.026,14.5672,0.000253,-0.000253,5/14/14,2014-03,5/14/14
Kepler-341 c,Kepler-341,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.01041,0.000049,-0.000049,0,0.08,,,0,1.7,0.86,-0.86,0,0.152,0.077,-0.077,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6012,200,-200,0,1.02,0.52,-0.52,0,,,,,,,,,,4.44,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.03,20.51,-19.76,14.739,0.137,-0.137,12.994,0.026,-0.026,14.5672,0.000253,-0.000253,5/14/14,2014-03,5/14/14
Kepler-341 d,Kepler-341,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,27.666313,0.000297,-0.000297,0,0.182,,,0,1.85,0.94,-0.94,0,0.165,0.084,-0.084,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6012,200,-200,0,1.02,0.52,-0.52,0,,,,,,,,,,4.44,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.03,20.51,-19.76,14.739,0.137,-0.137,12.994,0.026,-0.026,14.5672,0.000253,-0.000253,5/14/14,2014-03,5/14/14
Kepler-341 e,Kepler-341,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,42.473269,0.000633,-0.000633,0,0.242,,,0,1.99,1.03,-1.03,0,0.178,0.092,-0.092,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6012,200,-200,0,1.02,0.52,-0.52,0,,,,,,,,,,4.44,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.03,20.51,-19.76,14.739,0.137,-0.137,12.994,0.026,-0.026,14.5672,0.000253,-0.000253,5/14/14,2014-03,5/14/14
Kepler-342 b,Kepler-342,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.170318,0.000059,-0.000059,0,0.128,,,0,2.25,0.4,-0.4,0,0.201,0.036,-0.036,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6175,100,-100,0,1.47,0.26,-0.26,0,,,,,,,,,,4.19,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.611,9.729,-9.498,13.2,0.08,-0.08,11.957,0.021,-0.021,13.0992,0.000257,-0.000257,5/14/14,2014-03,5/14/14
Kepler-342 c,Kepler-342,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,26.234138,0.000163,-0.000163,0,0.185,,,0,1.96,0.35,-0.35,0,0.175,0.031,-0.031,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6175,100,-100,0,1.47,0.26,-0.26,0,,,,,,,,,,4.19,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.611,9.729,-9.498,13.2,0.08,-0.08,11.957,0.021,-0.021,13.0992,0.000257,-0.000257,5/14/14,2014-03,5/14/14
Kepler-342 d,Kepler-342,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,39.459357,0.000375,-0.000375,0,0.242,,,0,2.49,0.48,-0.48,0,0.222,0.043,-0.043,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6175,100,-100,0,1.47,0.26,-0.26,0,,,,,,,,,,4.19,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.611,9.729,-9.498,13.2,0.08,-0.08,11.957,0.021,-0.021,13.0992,0.000257,-0.000257,5/14/14,2014-03,5/14/14
Kepler-342 e,Kepler-342,1,1,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.64422461,0.00000621,-0.00000621,0,,,,,0.88,0.08,-0.06,0,0.079,0.007,-0.005,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6366,76.03,-66.63,0,1.34,0.12,-0.08,0,1.26,0.05,-0.04,0,0.12,0.09,-0.091,0,[Fe/H],4.28,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.611,9.729,-9.498,13.2,0.08,-0.08,11.957,0.021,-0.021,13.0992,0.000257,-0.000257,5/6/16,2016-05,5/10/16
Kepler-343 b,Kepler-343,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.96855,0.000058,-0.000058,0,0.088,,,0,2.41,0.51,-0.51,0,0.215,0.045,-0.045,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5807,100,-100,0,1.43,0.26,-0.26,0,,,,,,,,,,4.18,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m50.56s,291.960662,+42d25m58.64s,42.4329567,927.193,18.808,-18.808,14.063,0.114,-0.114,12.683,0.028,-0.028,14.1102,0.000285,-0.000285,5/14/14,2014-03,5/14/14
Kepler-343 c,Kepler-343,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,23.22182,0.000234,-0.000234,0,0.167,,,0,2.02,0.38,-0.38,0,0.18,0.034,-0.034,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5807,100,-100,0,1.43,0.26,-0.26,0,,,,,,,,,,4.18,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m50.56s,291.960662,+42d25m58.64s,42.4329567,927.193,18.808,-18.808,14.063,0.114,-0.114,12.683,0.028,-0.028,14.1102,0.000285,-0.000285,5/14/14,2014-03,5/14/14
Kepler-344 b,Kepler-344,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,21.963945,0.000108,-0.000108,0,0.153,,,0,2.61,1.22,-1.22,0,0.233,0.109,-0.109,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5774,200,-200,0,0.98,0.45,-0.45,0,,,,,,,,,,4.45,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m59.91s,292.4996101,+46d19m27.63s,46.3243406,1002.94,29.7325,-29.7325,15.539,0.629,-0.629,13.66,0.054,-0.054,15.3025,0.000442,-0.000442,5/14/14,2014-03,5/14/14
Kepler-344 c,Kepler-344,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,125.596809,0.001728,-0.001728,0,0.488,,,0,2.95,1.38,-1.38,0,0.263,0.123,-0.123,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5774,200,-200,0,0.98,0.45,-0.45,0,,,,,,,,,,4.45,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m59.91s,292.4996101,+46d19m27.63s,46.3243406,1002.94,29.7325,-29.7325,15.539,0.629,-0.629,13.66,0.054,-0.054,15.3025,0.000442,-0.000442,5/14/14,2014-03,5/14/14
Kepler-345 b,Kepler-345,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.415563,0.000054,-0.000054,0,0.066,,,0,0.74,0.06,-0.06,0,0.066,0.005,-0.005,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4504,100,-100,0,0.62,0.03,-0.03,0,,,,,,,,,,4.68,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,5/14/14,2014-03,5/14/14
